user_id,application_id,role_id,assigned_date,last_login,assignment_status
u203,app16,role44,2023-01-01,2025-09-22 02:35:09.683151,DISABLED
u172,app19,role58,2023-01-01,2025-10-07 02:35:09.683493,ACTIVE
u224,app7,role36,2023-01-01,2025-12-30 02:35:09.683802,ACTIVE
u197,app8,role51,2023-01-01,2026-02-28 02:35:09.684094,ACTIVE
u214,app15,role27,2023-01-01,2025-11-16 02:35:09.684404,ACTIVE
u191,app9,role6,2023-01-01,2026-01-09 02:35:09.684702,DISABLED
u195,app15,role27,2023-01-01,2026-02-09 02:35:09.685008,ACTIVE
u137,app7,role50,2023-01-01,2025-12-03 02:35:09.685327,ACTIVE
u115,app2,role53,2023-01-01,2026-01-15 02:35:09.685647,ACTIVE
u194,app11,role28,2023-01-01,2026-02-11 02:35:09.685946,ACTIVE
u115,app17,role32,2023-01-01,2025-12-13 02:35:09.686243,DISABLED
u205,app1,role23,2023-01-01,2025-10-14 02:35:09.686537,ACTIVE
u138,app19,role58,2023-01-01,2025-11-08 02:35:09.686832,ACTIVE
u134,app16,role44,2023-01-01,2025-10-15 02:35:09.687130,ACTIVE
u240,app9,role21,2023-01-01,2025-12-21 02:35:09.687853,ACTIVE
u226,app19,role52,2023-01-01,2026-02-02 02:35:09.688209,DISABLED
u171,app15,role55,2023-01-01,2025-11-05 02:35:09.688524,DISABLED
u222,app12,role24,2023-01-01,2025-09-30 02:35:09.688838,ACTIVE
u218,app8,role51,2023-01-01,2026-03-09 02:35:09.689379,ACTIVE
u120,app8,role26,2023-01-01,2025-10-03 02:35:09.689725,ACTIVE
u246,app1,role30,2023-01-01,2025-10-28 02:35:09.690054,ACTIVE
u246,app15,role47,2023-01-01,2026-02-01 02:35:09.690376,ACTIVE
u214,app12,role31,2023-01-01,2025-12-10 02:35:09.690732,ACTIVE
u177,app15,role47,2023-01-01,2025-09-29 02:35:09.691046,ACTIVE
u133,app7,role13,2023-01-01,2025-11-27 02:35:09.691359,ACTIVE
u243,app17,role32,2023-01-01,2025-10-29 02:35:09.691676,ACTIVE
u119,app7,role40,2023-01-01,2026-01-22 02:35:09.691988,ACTIVE
u193,app16,role29,2023-01-01,2025-12-21 02:35:09.692296,ACTIVE
u210,app16,role29,2023-01-01,2026-01-22 02:35:09.692637,ACTIVE
u166,app3,role8,2023-01-01,2026-01-27 02:35:09.692956,ACTIVE
u236,app15,role55,2023-01-01,2026-02-11 02:35:09.693260,ACTIVE
u198,app7,role40,2023-01-01,2026-02-13 02:35:09.693561,DISABLED
u116,app15,role55,2023-01-01,2025-12-31 02:35:09.693860,ACTIVE
u120,app2,role53,2023-01-01,2026-02-18 02:35:09.694159,ACTIVE
u129,app16,role29,2023-01-01,2025-11-06 02:35:09.694490,ACTIVE
u157,app16,role44,2023-01-01,2025-12-03 02:35:09.694809,ACTIVE
u108,app11,role28,2023-01-01,2025-11-01 02:35:09.695121,DISABLED
u238,app19,role25,2023-01-01,2026-02-23 02:35:09.695425,ACTIVE
u157,app12,role31,2023-01-01,2026-01-17 02:35:09.695727,DISABLED
u149,app7,role57,2023-01-01,2026-02-25 02:35:09.696037,ACTIVE
u189,app7,role2,2023-01-01,2025-09-13 02:35:09.696344,DISABLED
